ID	EV1	EV2	EV3	EV4	EV5	EV6	EV7	EV8	EV9	EV10	EV11	EV12	EV13	EV14	EV15	EV16	EV17	EV18	EV19	EV20	EV21	EV22	EV23	EV24	EV25	EV26	EV27
87	0.237819	-0.074327	0.012501	-0.114444	0.143562	0.075175	-0.038772	-0.192222	-0.052804	0.150107	-0.084865	0.027589	0.156221	-0.100531	-0.149066	0.005533	-0.067413	-0.024451	0.025571	0.039894	-0.154913	-0.087323	0.009846	0.023705	0.04721	-0.16122	-0.020374
88	0.097167	-0.01357	-0.104922	-0.14436	0.18312	-0.03737	-0.040682	0.082012	0.005576	-0.110697	0.140659	-0.002233	-0.076153	0.02481	-0.098297	0.000298	-0.017705	-0.070652	0.036306	0.113018	-0.07042	-0.053035	0.138089	-0.043601	0.060549	0.076266	0.02221
89	0.125039	-0.035127	-0.062323	-0.139586	0.177877	-0.009708	-0.053495	-0.033189	-0.063381	-0.032081	0.017642	-0.045424	0.013414	-0.082441	-0.153254	0.025108	0.063504	-0.025619	0.12844	0.238224	-0.150058	-0.103313	0.119568	-0.072954	0.052348	0.067787	0.015315
90	0.087463	-0.030278	-0.067737	-0.140616	0.175775	-0.043841	-0.062197	0.016777	-0.085441	-0.133424	0.0505	-0.100643	-0.119074	-0.025272	-0.092311	0.033843	0.179468	-0.014956	0.12994	0.104493	0.055149	-0.035377	0.140207	-0.124195	-0.138878	0.13304	0.008675
91	0.126034	-0.054288	-0.022286	-0.14484	0.169864	-0.025065	-0.075292	-0.105789	-0.164272	-0.032321	-0.11672	-0.148324	-0.020524	-0.084506	-0.031491	0.067987	0.20257	0.082817	0.119883	0.095894	0.037648	-0.003269	-0.043507	-0.041643	-0.084886	0.043334	-0.016459
92	0.076964	-0.013419	-0.102909	-0.142423	0.175876	-0.058566	-0.04368	0.116717	0.001648	-0.181753	0.172173	-0.02277	-0.185995	0.106254	-0.015588	-0.00843	0.009325	-0.074733	-0.050493	-0.169685	0.150581	0.041837	0.091415	-0.006155	-0.098187	-0.051664	-0.006147
93	0.063532	-0.028506	-0.039045	-0.106637	0.128126	-0.041662	-0.054391	-0.008247	-0.10367	-0.10915	-0.015283	-0.122351	-0.111776	-0.017295	0.000796	0.043144	0.209482	0.048228	0.083555	-0.018748	0.167966	0.050339	-0.010451	-0.062082	-0.191275	0.088407	-0.011626
94	0.064751	-0.037446	0.00183	-0.086152	0.089373	-0.035109	-0.052733	-0.078786	-0.146203	-0.025365	-0.146588	-0.14318	-0.031068	-0.025739	0.113671	0.061522	0.155434	0.129218	0.007008	-0.053372	0.142567	0.106644	-0.188335	0.060069	-0.032923	0.026829	-0.015396
95	0.106481	-0.065154	0.133705	0.050135	-0.105133	0.051341	0.0337	-0.03734	0.095551	-0.02989	0.116812	0.057563	-0.175666	0.092642	0.040671	0.007077	0.112281	0.034011	0.066456	0.192965	0.077128	0.123299	-0.099435	0.100847	0.135946	0.107223	0.037897
96	0.112242	-0.054599	0.088779	0.034038	-0.044641	0.105923	0.025763	-0.137328	0.088152	0.027941	0.074861	0.111035	-0.108066	0.012608	-0.084372	-0.039409	0.087014	-0.002956	0.041015	-0.22863	-0.03096	-0.126334	-0.078654	-0.119802	-0.069191	0.004513	-0.051423
97	0.127597	-0.074228	0.140923	0.035672	-0.088889	0.072306	0.029874	-0.11117	0.10099	0.026623	0.098519	0.123564	-0.174869	0.114721	-0.020997	-0.036262	0.088071	-0.025685	0.082163	-0.024425	0.033624	-0.033866	-0.082564	-0.065304	-0.026562	0.073644	-0.026552
98	0.150599	-0.115382	0.237235	-0.01996	-0.14686	-0.095209	0.006939	0.001266	0.035675	0.094735	0.035405	0.092343	-0.104921	0.232601	0.055029	-0.023429	-0.06689	-0.117171	0.080866	0.236568	0.077044	0.052038	0.058514	0.000387	-0.091164	-0.010729	-0.003306
99	0.167473	-0.090476	0.138452	-0.0251	-0.032098	0.050737	0.002131	-0.176557	0.039629	0.121483	0.000782	0.137044	-0.06589	0.104816	-0.068891	-0.054189	-0.03776	-0.091685	0.062568	-0.111741	-0.086166	-0.170017	-0.020388	-0.130593	-0.101749	-0.159927	-0.085099
100	0.150834	-0.092389	0.134266	-0.076904	-0.005663	-0.046422	-0.032957	-0.132158	-0.083677	0.141461	-0.148731	0.017816	0.018892	0.160393	0.122917	-0.003554	-0.191395	-0.064752	-0.081052	-0.017497	-0.048857	-0.042047	0.102508	-0.023481	0.018313	-0.073491	-0.015485
101	0.125337	-0.067633	0.045674	-0.110773	0.092364	-0.03287	-0.062383	-0.15529	-0.176031	0.071848	-0.230738	-0.119229	0.040415	0.020529	0.160085	0.057398	-0.012014	0.09878	-0.080964	-0.07142	0.036188	0.067992	-0.135853	0.101212	0.098337	-0.07661	-0.013685
102	0.073505	-0.053422	0.072558	-0.058611	0.007278	-0.058118	-0.033896	-0.074001	-0.111828	0.069501	-0.171704	-0.062363	0.023359	0.107817	0.209009	0.025151	-0.143365	0.028803	-0.160127	-0.100397	0.029404	0.061116	0.032555	0.054688	0.108502	0.051445	0.028694
103	0.047111	-0.032819	0.02455	-0.05302	0.038376	-0.033541	-0.034691	-0.070936	-0.114009	0.018251	-0.155154	-0.09584	0.004797	0.026693	0.174779	0.03938	0.003382	0.100569	-0.099902	-0.10745	0.08781	0.111222	-0.15911	0.115778	0.105294	-0.003744	0.006385
104	0.064837	-0.059494	0.133976	0.000845	-0.107537	-0.084581	0.011057	0.085472	0.037783	0.006485	0.071835	0.024158	-0.052482	0.057608	-0.015181	0.002647	0.074217	-0.017659	0.117788	0.265249	0.099431	0.137119	-0.174945	0.170429	0.030239	-0.2086	-0.013938
105	0.066006	-0.069663	0.162711	-0.014917	-0.13286	-0.156894	0.004294	0.167079	0.014199	0.020839	0.060884	-0.009708	0.029466	0.011097	-0.05166	0.017355	0.034078	-0.027585	0.090018	0.204453	0.077979	0.092751	-0.072506	0.108089	-0.069647	-0.179086	-0.015018
106	0.043974	-0.056895	0.136836	-0.017525	-0.122221	-0.179901	-0.000043	0.22397	-0.008377	-0.001844	0.047992	-0.069826	0.123815	-0.133722	-0.103318	0.0441	0.042311	0.045611	-0.006666	-0.070597	-0.019572	-0.023985	-0.00195	-0.009837	-0.021435	-0.000535	-0.008914
107	0.070195	-0.072813	0.166203	-0.024088	-0.12727	-0.165965	-0.002165	0.154852	-0.010434	0.041384	0.018065	-0.021633	0.056184	0.040422	0.000898	0.020088	-0.076649	-0.047025	-0.021313	0.063961	0.027667	0.011154	0.205763	-0.066585	-0.120605	0.185272	0.043995
108	0.026247	-0.039217	0.092834	-0.012446	-0.08832	-0.140792	-0.000546	0.189361	-0.011083	-0.018441	0.036626	-0.076477	0.126701	-0.184356	-0.112288	0.04247	0.069941	0.087436	-0.037245	-0.209664	-0.073285	-0.082042	-0.070587	-0.03581	0.077565	-0.004541	-0.030368
109	0.044236	-0.054607	0.1259	-0.021855	-0.105426	-0.165369	-0.004485	0.187493	-0.024933	0.009945	0.01086	-0.071565	0.125382	-0.104397	-0.050498	0.040602	-0.032542	0.038956	-0.092892	-0.191541	-0.064163	-0.086968	0.163022	-0.128703	-0.004313	0.254163	0.029036
110	0.087577	-0.075846	0.150468	-0.041794	-0.08224	-0.123681	-0.015558	0.037742	-0.051952	0.081071	-0.074564	-0.013682	0.030601	0.138184	0.125026	0.009824	-0.189206	-0.062149	-0.116745	-0.012719	0.003472	-0.005043	0.276539	-0.090162	-0.04231	0.245268	0.058242
111	0.03941	-0.05096	0.121816	-0.011109	-0.111997	-0.154648	0.003191	0.202118	0.004779	-0.014848	0.062918	-0.05693	0.092509	-0.141057	-0.116455	0.037165	0.108497	0.063843	0.051178	-0.008258	0.001784	0.021223	-0.209247	0.107399	0.064954	-0.248924	-0.052614
112	0.019563	-0.030255	0.069613	-0.009435	-0.06688	-0.10804	-0.000537	0.145441	-0.009355	-0.01806	0.026271	-0.060609	0.098173	-0.150908	-0.085949	0.031113	0.058358	0.074656	-0.035285	-0.188161	-0.067203	-0.074225	-0.069928	-0.03235	0.085267	-0.004338	-0.026948
