Label,x,y,elevation
DH220,-66.81976465,18.10852566,664
DH221,-66.81974471,18.09949024,576
DH222,-66.81972478,18.09045482,375
DH223,-66.81970484,18.08141939,274
DH224,-66.81968491,18.07238396,270
DH225,-66.81966498,18.06334852,172
DH226,-66.81964506,18.05431308,111
DH227,-66.81962513,18.04527763,93
DH228,-66.81960521,18.03624218,110
DH229,-66.81958529,18.02720672,135
DH230,-66.81956537,18.01817127,78
DH231,-66.81954545,18.0091358,62
DH232,-66.81952554,18.00010034,62
DH233,-66.81950563,17.99106487,44
DH234,-66.81948572,17.9820294,16
DH235,-66.81946581,17.97299393,1
DH236,-66.81978028,17.96429427,7
DH237,-66.82184383,17.95837158,13
DI177,-66.81022131,18.49334767,0
DI178,-66.81113525,18.48802439,21
DI179,-66.81111571,18.4789894,39
DI180,-66.81109618,18.46995439,66
DI181,-66.81107665,18.46091936,81
DI182,-66.81105712,18.45188433,83
DI183,-66.8110376,18.44284927,101
DI184,-66.81101807,18.43381421,127
DI185,-66.81099855,18.42477913,157
DI186,-66.81097903,18.41574403,186
DI187,-66.81095951,18.40670893,198
DI188,-66.81094,18.39767381,224
DI189,-66.81092048,18.38863868,224
DI190,-66.81090097,18.37960353,246
DI191,-66.81088146,18.37056837,282
DI192,-66.81086195,18.3615332,297
DI193,-66.81084245,18.35249802,297
DI194,-66.81082294,18.34346283,319
DI195,-66.81080344,18.33442763,340
DI196,-66.81078394,18.32539241,332
DI197,-66.81076444,18.31635719,368
DI198,-66.81074495,18.30732195,388
DI199,-66.81072545,18.2982867,400
DI200,-66.81070596,18.28925145,407
DI201,-66.81068647,18.28021618,387
DI202,-66.81066699,18.2711809,444
DI203,-66.8106475,18.26214561,492
DI204,-66.81062802,18.25311032,527
DI205,-66.81060853,18.24407501,574
DI206,-66.81058905,18.2350397,592
DI207,-66.81056958,18.22600438,600
DI208,-66.8105501,18.21696904,640
DI209,-66.81053063,18.20793371,519
DI210,-66.81051116,18.19889836,513
DI211,-66.81049169,18.189863,584
DI212,-66.81047222,18.18082764,587
DI213,-66.81045275,18.17179227,628
DI214,-66.81043329,18.16275689,770
DI215,-66.81041383,18.15372151,883
DI216,-66.81039437,18.14468612,995
DI217,-66.81037491,18.13565072,902
DI218,-66.81035545,18.12661532,798
DI219,-66.810336,18.11757991,702
DI220,-66.81031655,18.1085445,539
DI221,-66.8102971,18.09950908,411
DI222,-66.81027765,18.09047365,288
DI223,-66.81025821,18.08143822,237
DI224,-66.81023876,18.07240279,178
DI225,-66.81021932,18.06336735,184
DI226,-66.81019988,18.0543319,129
DI227,-66.81018044,18.04529646,97
DI228,-66.81016101,18.036261,78
DI229,-66.81014157,18.02722555,110
DI230,-66.81012214,18.01819009,29
DI231,-66.81010271,18.00915463,17
DI232,-66.81008329,18.00011916,17
DI233,-66.81009324,17.99111475,11
DI234,-66.81127347,17.98208224,3
DI235,-66.81005399,17.97298174,0
DI236,-66.81224623,17.96638226,9
DJ177,-66.80092844,18.4938919,0
DJ178,-66.80166663,18.4880428,21
DJ179,-66.80164758,18.4790078,37
DJ180,-66.80162854,18.46997279,58
DJ181,-66.8016095,18.46093777,72
DJ182,-66.80159046,18.45190273,88
DJ183,-66.80157142,18.44286768,88
DJ184,-66.80155239,18.43383261,114
DJ185,-66.80153336,18.42479753,138
DJ186,-66.80151433,18.41576243,173
DJ187,-66.8014953,18.40672733,187
DJ188,-66.80147627,18.39769221,217
DJ189,-66.80145724,18.38865707,248
DJ190,-66.80143822,18.37962193,269
DJ191,-66.8014192,18.37058677,282
DJ192,-66.80140018,18.3615516,314
DJ193,-66.80138116,18.35251642,314
DJ194,-66.80136215,18.34348122,352
DJ195,-66.80134314,18.33444602,344
DJ196,-66.80132413,18.3254108,334
DJ197,-66.80130512,18.31637558,361
DJ198,-66.80128611,18.30734034,369
DJ199,-66.8012671,18.29830509,388
DJ200,-66.8012481,18.28926983,391
DJ201,-66.8012291,18.28023456,410
DJ202,-66.8012101,18.27119929,434
DJ203,-66.8011911,18.262164,515
DJ204,-66.80117211,18.2531287,546
DJ205,-66.80115311,18.24409339,538
DJ206,-66.80113412,18.23505808,555
DJ207,-66.80111513,18.22602276,607
DJ208,-66.80109614,18.21698742,660
DJ209,-66.80107716,18.20795208,560
DJ210,-66.80105817,18.19891674,520
DJ211,-66.80103919,18.18988138,629
DJ212,-66.80102021,18.18084602,604
DJ213,-66.80100124,18.17181065,616
DJ214,-66.80098226,18.16277527,774
DJ215,-66.80096329,18.15373988,924
DJ216,-66.80094431,18.14470449,1002
DJ217,-66.80092534,18.13566909,802
DJ218,-66.80090638,18.12663369,634
DJ219,-66.80088741,18.11759828,634
DJ220,-66.80086845,18.10856287,570
DJ221,-66.80084948,18.09952744,467
DJ222,-66.80083052,18.09049202,331
DJ223,-66.80081156,18.08145659,223
DJ224,-66.80079261,18.07242115,140
DJ225,-66.80077365,18.06338571,133
DJ226,-66.8007547,18.05435027,91
DJ227,-66.80073575,18.04531482,156
DJ228,-66.8007168,18.03627936,70
DJ229,-66.80069786,18.02724391,41
DJ230,-66.80067891,18.01820845,29
DJ231,-66.80065997,18.00917299,3
DJ232,-66.80079841,18.0003365,3
DJ233,-66.8019662,17.99078656,1
DJ234,-66.79974928,17.98545643,0
DJ235,-66.80094187,17.97381982,0
DJ236,-66.80524049,17.96849902,9
DK177,-66.79277279,18.49487705,0
DK178,-66.792198,18.48806074,0
DK179,-66.79217945,18.47902574,29
DK180,-66.7921609,18.46999073,43
DK181,-66.79214234,18.46095571,67
DK182,-66.7921238,18.45192067,80
DK183,-66.79210525,18.44288561,95
DK184,-66.7920867,18.43385054,112
DK185,-66.79206816,18.42481546,137
DK186,-66.79204962,18.41578037,158
DK187,-66.79203108,18.40674526,185
DK188,-66.79201254,18.39771014,240
DK189,-66.791994,18.388675,264
DK190,-66.79197547,18.37963986,280
DK191,-66.79195694,18.3706047,273
DK192,-66.79193841,18.36156953,296
DK193,-66.79191988,18.35253434,296
DK194,-66.79190135,18.34349915,333
DK195,-66.79188283,18.33446394,331
DK196,-66.79186431,18.32542873,331
DK197,-66.79184579,18.3163935,329
DK198,-66.79182727,18.30735826,332
DK199,-66.79180875,18.29832301,343
DK200,-66.79179024,18.28928775,360
DK201,-66.79177172,18.28025248,367
DK202,-66.79175321,18.2712172,427
DK203,-66.7917347,18.26218191,510
DK204,-66.7917162,18.25314662,546
DK205,-66.79169769,18.24411131,601
DK206,-66.79167919,18.23507599,630
DK207,-66.79166069,18.22604067,607
DK208,-66.79164219,18.21700534,686
DK209,-66.79162369,18.20797,656
DK210,-66.79160519,18.19893465,556
DK211,-66.7915867,18.18989929,657
DK212,-66.79156821,18.18086393,705
DK213,-66.79154972,18.17182855,705
DK214,-66.79153123,18.16279318,745
DK215,-66.79151274,18.15375779,841
DK216,-66.79149426,18.1447224,924
DK217,-66.79147578,18.135687,923
DK218,-66.7914573,18.12665159,713
DK219,-66.79143882,18.11761618,540
DK220,-66.79142034,18.10858077,472
DK221,-66.79140187,18.09954535,515
DK222,-66.79138339,18.09050992,371
DK223,-66.79136492,18.08147449,215
DK224,-66.79134645,18.07243905,160
DK225,-66.79132799,18.06340361,122
DK226,-66.79130952,18.05436816,127
DK227,-66.79129106,18.04533271,144
DK228,-66.7912726,18.03629726,107
DK229,-66.79125414,18.0272618,30
DK230,-66.79123568,18.01822634,7
DK231,-66.79121722,18.00919088,7
DK232,-66.79140742,18.00040287,16
DK233,-66.78694895,17.98700719,1
DK234,-66.78950173,17.98067604,0
DK235,-66.7921575,17.97507788,0
DL177,-66.78396231,18.49429341,0
DL178,-66.78273322,18.48807438,13
DL179,-66.78271131,18.47904321,40
DL180,-66.78269325,18.4700082,53
DL181,-66.78267519,18.46097318,68
DL182,-66.78265713,18.45193813,78
DL183,-66.78263907,18.44290308,85
DL184,-66.78262101,18.43386801,112
DL185,-66.78260296,18.42483293,171
DL186,-66.78258491,18.41579783,183
DL187,-66.78256686,18.40676272,216
DL188,-66.78254881,18.3977276,234
DL189,-66.78253076,18.38869247,257
DL190,-66.78251272,18.37965732,257
DL191,-66.78249467,18.37062216,257
DL192,-66.78247663,18.36158699,270
DL193,-66.78245859,18.3525518,270
DL194,-66.78244056,18.34351661,280
DL195,-66.78242252,18.3344814,288
DL196,-66.78240449,18.32544618,302
DL197,-66.78238645,18.31641095,305
DL198,-66.78236842,18.30737571,317
DL199,-66.7823504,18.29834047,367
DL200,-66.78233237,18.2893052,365
DL201,-66.78231434,18.28026993,367
DL202,-66.78229632,18.27123465,443
DL203,-66.7822783,18.26219937,472
DL204,-66.78226028,18.25316407,532
DL205,-66.78224227,18.24412876,605
DL206,-66.78222425,18.23509344,614
DL207,-66.78220624,18.22605812,616
DL208,-66.78218823,18.21702278,743
DL209,-66.78217022,18.20798744,801
DL210,-66.78215221,18.19895209,651
DL211,-66.7821342,18.18991673,606
DL212,-66.7821162,18.18088137,595
DL213,-66.7820982,18.171846,631
DL214,-66.7820802,18.16281062,713
DL215,-66.7820622,18.15377523,838
DL216,-66.7820442,18.14473984,973
DL217,-66.78202621,18.13570444,923
DL218,-66.78200821,18.12666903,747
DL219,-66.78199022,18.11763362,601
DL220,-66.78197223,18.1085982,529
DL221,-66.78195425,18.09956278,624
DL222,-66.78193626,18.09052735,485
DL223,-66.78191828,18.08149192,284
DL224,-66.7819003,18.07245648,178
DL225,-66.78188232,18.06342104,104
DL226,-66.78186434,18.05438559,104
DL227,-66.78184636,18.04535014,127
DL228,-66.78182839,18.03631469,115
DL229,-66.78181041,18.02727923,84
DL230,-66.78179244,18.01824377,61
DL231,-66.78177448,18.0092083,61
DL232,-66.7832927,18.00225654,11
DL233,-66.78522016,17.98724886,1
DL234,-66.78536406,17.98331143,1
DM178,-66.77382459,18.48738568,0
DM179,-66.77324318,18.47906022,28
DM180,-66.7732256,18.47002521,44
DM181,-66.77320803,18.46099018,76
DM182,-66.77319046,18.45195514,79
DM183,-66.77317289,18.44292008,103
DM184,-66.77315532,18.43388501,103
DM185,-66.77313776,18.42484993,139
DM186,-66.7731202,18.41581483,169
DM187,-66.77310263,18.40677972,179
DM188,-66.77308507,18.3977446,209
DM189,-66.77306752,18.38870946,239
DM190,-66.77304996,18.37967431,249
DM191,-66.77303241,18.37063915,253
DM192,-66.77301485,18.36160398,266
DM193,-66.7729973,18.3525688,266
DM194,-66.77297975,18.3435336,279
DM195,-66.77296221,18.33449839,288
DM196,-66.77294466,18.32546317,281
DM197,-66.77292712,18.31642794,305
DM198,-66.77290958,18.3073927,344
DM199,-66.77289204,18.29835745,401
DM200,-66.7728745,18.28932219,411
DM201,-66.77285696,18.28028692,408
DM202,-66.77283943,18.27125164,476
DM203,-66.7728219,18.26221635,476
DM204,-66.77280437,18.25318105,509
DM205,-66.77278684,18.24414574,534
DM206,-66.77276931,18.23511042,719
DM207,-66.77275179,18.2260751,716
DM208,-66.77273426,18.21703976,740
DM209,-66.77271674,18.20800442,789
DM210,-66.77269922,18.19896907,728
DM211,-66.7726817,18.18993371,642
DM212,-66.77266419,18.18089834,593
DM213,-66.77264667,18.17186297,648
DM214,-66.77262916,18.16282759,747
DM215,-66.77261165,18.1537922,876
DM216,-66.77259414,18.14475681,959
DM217,-66.77257664,18.13572141,913
DM218,-66.77255913,18.126686,859
DM219,-66.77254163,18.11765059,785
DM220,-66.77252412,18.10861517,785
DM221,-66.77250663,18.09957975,717
DM222,-66.77248913,18.09054432,617
DM223,-66.77247163,18.08150889,514
DM224,-66.77245414,18.07247345,259
DM225,-66.77243664,18.063438,178
DM226,-66.77241915,18.05440256,124
DM227,-66.77240166,18.04536711,127
DM228,-66.77238418,18.03633165,98
DM229,-66.77236669,18.02729619,48
DM230,-66.77234921,18.01826073,55
DM231,-66.77289237,18.01006357,55
DM232,-66.77602987,18.00425378,11
DN178,-66.76615889,18.48513933,13
DN179,-66.76379413,18.47905629,13
DN180,-66.76375795,18.47004174,47
DN181,-66.76374087,18.46100671,51
DN182,-66.76372379,18.45197167,72
DN183,-66.76370671,18.44293661,89
DN184,-66.76368963,18.43390154,107
DN185,-66.76367256,18.42486646,133
DN186,-66.76365548,18.41583136,161
DN187,-66.76363841,18.40679625,170
DN188,-66.76362134,18.39776113,214
DN189,-66.76360427,18.38872599,233
DN190,-66.7635872,18.37969084,242
DN191,-66.76357014,18.37065568,253
DN192,-66.76355307,18.36162051,253
DN193,-66.76353601,18.35258532,280
DN194,-66.76351895,18.34355012,278
DN195,-66.76350189,18.33451492,270
DN196,-66.76348484,18.3254797,324
DN197,-66.76346778,18.31644447,338
DN198,-66.76345073,18.30740922,338
DN199,-66.76343368,18.29837397,378
DN200,-66.76341663,18.28933871,403
DN201,-66.76339958,18.28030344,426
DN202,-66.76338254,18.27126816,440
DN203,-66.76336549,18.26223287,451
DN204,-66.76334845,18.25319757,471
DN205,-66.76333141,18.24416226,534
DN206,-66.76331437,18.23512694,688
DN207,-66.76329733,18.22609161,699
DN208,-66.7632803,18.21705628,749
DN209,-66.76326327,18.20802093,782
DN210,-66.76324623,18.19898558,767
DN211,-66.7632292,18.18995022,608
DN212,-66.76321218,18.18091485,679
DN213,-66.76319515,18.17187948,690
DN214,-66.76317813,18.1628441,747
DN215,-66.7631611,18.15380871,686
DN216,-66.76314408,18.14477332,808
DN217,-66.76312706,18.13573791,859
DN218,-66.76311004,18.12670251,825
DN219,-66.76309303,18.11766709,881
DN220,-66.76307601,18.10863168,878
DN221,-66.763059,18.09959625,697
DN222,-66.76304199,18.09056082,521
DN223,-66.76302498,18.08152539,426
DN224,-66.76300798,18.07248995,267
DN225,-66.76299097,18.0634545,183
DN226,-66.76297397,18.05441906,178
DN227,-66.76295696,18.0453836,162
DN228,-66.76293996,18.03634815,73
DN229,-66.76292297,18.02731269,78
DN230,-66.76290597,18.01827722,32
DN231,-66.7623011,18.00975876,32
DN232,-66.76067641,18.0033389,30
DN234,-66.76057215,17.98273645,0
DO179,-66.75484062,18.47786365,0
DO180,-66.7542903,18.47005781,44
DO181,-66.75427371,18.46102278,51
DO182,-66.75425711,18.45198774,58
DO183,-66.75424052,18.44295268,88
DO184,-66.75422394,18.43391761,101
DO185,-66.75420735,18.42488253,147
DO186,-66.75419077,18.41584743,165
DO187,-66.75417418,18.40681231,188
DO188,-66.7541576,18.39777719,206
DO189,-66.75414102,18.38874205,226
DO190,-66.75412444,18.3797069,228
DO191,-66.75410787,18.37067174,228
DO192,-66.75409129,18.36163657,228
DO193,-66.75407472,18.35260138,256
DO194,-66.75405815,18.34356618,265
DO195,-66.75404158,18.33453097,262
DO196,-66.75402501,18.32549575,304
DO197,-66.75400845,18.31646052,361
DO198,-66.75399188,18.30742528,364
DO199,-66.75397532,18.29839003,393
DO200,-66.75395876,18.28935476,408
DO201,-66.7539422,18.28031949,427
DO202,-66.75392564,18.27128421,441
DO203,-66.75390909,18.26224892,413
DO204,-66.75389253,18.25321362,366
DO205,-66.75387598,18.24417831,457
DO206,-66.75385943,18.23514299,520
DO207,-66.75384288,18.22610766,657
DO208,-66.75382633,18.21707232,674
DO209,-66.75380979,18.20803698,674
DO210,-66.75379324,18.19900163,689
DO211,-66.7537767,18.18996627,483
DO212,-66.75376016,18.1809309,524
DO213,-66.75374362,18.17189552,621
DO214,-66.75372709,18.16286014,643
DO215,-66.75371055,18.15382475,659
DO216,-66.75369402,18.14478936,745
DO217,-66.75367749,18.13575395,796
DO218,-66.75366096,18.12671855,827
DO219,-66.75364443,18.11768313,852
DO220,-66.7536279,18.10864771,854
DO221,-66.75361138,18.09961229,626
DO222,-66.75359485,18.09057686,459
DO223,-66.75357833,18.08154142,378
DO224,-66.75356181,18.07250598,267
DO225,-66.75354529,18.06347054,134
DO226,-66.75352878,18.05443509,126
DO227,-66.75351226,18.04539963,126
DO228,-66.75349575,18.03636418,97
DO229,-66.75347924,18.02732872,108
DO230,-66.75346273,18.01829325,98
DO231,-66.75344622,18.00925778,98
DO232,-66.75268011,18.00073359,32
DO233,-66.75683485,17.99472675,6
DO233,-66.75239645,17.99104125,6
DO234,-66.75553755,17.98311792,0
DP179,-66.74555392,18.47607911,0
DP180,-66.74482265,18.47007341,23
DP181,-66.74480654,18.46103838,30
DP182,-66.74479044,18.45200334,78
DP183,-66.74477434,18.44296828,91
DP184,-66.74475824,18.43393321,111
DP185,-66.74474214,18.42489812,131
DP186,-66.74472605,18.41586302,131
DP187,-66.74470995,18.40682791,159
DP188,-66.74469386,18.39779279,158
DP189,-66.74467777,18.38875765,175
DP190,-66.74466168,18.3797225,208
DP191,-66.7446456,18.37068733,218
DP192,-66.74462951,18.36165216,218
DP193,-66.74461343,18.35261697,234
DP194,-66.74459734,18.34358177,237
DP195,-66.74458126,18.33454656,251
DP196,-66.74456518,18.32551134,340
DP197,-66.74454911,18.31647611,374
DP198,-66.74453303,18.30744087,382
DP199,-66.74451696,18.29840561,404
DP200,-66.74450089,18.28937035,403
DP201,-66.74448481,18.28033508,411
DP202,-66.74446875,18.27129979,441
DP203,-66.74445268,18.2622645,368
DP204,-66.74443661,18.2532292,282
DP205,-66.74442055,18.24419389,282
DP206,-66.74440449,18.23515857,432
DP207,-66.74438843,18.22612324,594
DP208,-66.74437237,18.2170879,393
DP209,-66.74435631,18.20805256,433
DP210,-66.74434025,18.1990172,511
DP211,-66.7443242,18.18998184,560
DP212,-66.74430815,18.18094648,537
DP213,-66.7442921,18.1719111,545
DP214,-66.74427605,18.16287572,602
DP215,-66.74426,18.15384033,688
DP216,-66.74424395,18.14480493,754
DP217,-66.74422791,18.13576953,782
DP218,-66.74421187,18.12673412,844
DP219,-66.74419583,18.1176987,839
DP220,-66.74417979,18.10866328,756
DP221,-66.74416375,18.09962786,657
DP222,-66.74414771,18.09059243,457
DP223,-66.74413168,18.08155699,345
DP224,-66.74411565,18.07252155,234
DP225,-66.74409962,18.0634861,116
DP226,-66.74408359,18.05445065,114
DP227,-66.74406756,18.0454152,160
DP228,-66.74405153,18.03637974,79
DP229,-66.74403551,18.02734428,93
DP230,-66.74401949,18.01830881,76
DP231,-66.74400347,18.00927335,76
DP232,-66.74398745,18.00023788,15
DP233,-66.74486149,17.99401327,4
DQ179,-66.73556999,18.4753183,10
DQ180,-66.73535499,18.47008855,10
DQ181,-66.73533938,18.46105352,10
DQ182,-66.73532376,18.45201847,7
DQ183,-66.73530815,18.44298341,49
DQ184,-66.73529254,18.43394834,76
DQ185,-66.73527694,18.42491326,122
DQ186,-66.73526133,18.41587815,117
DQ187,-66.73524572,18.40684304,129
DQ188,-66.73523012,18.39780792,188
DQ189,-66.73521452,18.38877278,194
DQ190,-66.73519892,18.37973762,213
DQ191,-66.73518332,18.37070246,194
DQ192,-66.73516773,18.36166729,194
DQ193,-66.73515213,18.3526321,244
DQ194,-66.73513654,18.3435969,264
DQ195,-66.73512094,18.33456169,299
DQ196,-66.73510535,18.32552647,359
DQ197,-66.73508977,18.31649123,380
DQ198,-66.73507418,18.30745599,395
DQ199,-66.73505859,18.29842074,388
DQ200,-66.73504301,18.28938547,386
DQ201,-66.73502743,18.2803502,380
DQ202,-66.73501185,18.27131491,349
DQ203,-66.73499627,18.26227962,194
DQ204,-66.73498069,18.25324432,221
DQ205,-66.73496512,18.24420901,219
DQ206,-66.73494954,18.23517368,337
DQ207,-66.73493397,18.22613835,392
DQ208,-66.7349184,18.21710302,333
DQ209,-66.73490283,18.20806767,441
DQ210,-66.73488726,18.19903232,501
DQ211,-66.73487169,18.18999696,560
DQ212,-66.73485613,18.18096159,636
DQ213,-66.73484057,18.17192621,556
DQ214,-66.73482501,18.16289083,583
DQ215,-66.73480945,18.15385544,651
DQ216,-66.73479389,18.14482004,651
DQ217,-66.73477833,18.13578463,775
DQ218,-66.73476278,18.12674922,835
DQ219,-66.73474722,18.11771381,810
DQ220,-66.73473167,18.10867839,811
DQ221,-66.73471612,18.09964296,657
DQ222,-66.73470057,18.09060753,454
DQ223,-66.73468503,18.08157209,308
DQ224,-66.73466948,18.07253665,188
DQ225,-66.73465394,18.0635012,119
DQ226,-66.7346384,18.05446575,107
DQ227,-66.73462286,18.0454303,152
DQ228,-66.73460732,18.03639484,99
DQ229,-66.73459178,18.02735938,49
DQ230,-66.73457624,18.01832391,26
DQ231,-66.73456071,18.00928844,26
DQ232,-66.73454518,18.00025297,50
DQ233,-66.7338158,17.99319281,17
DR179,-66.72548525,18.47584152,0
DR180,-66.72588733,18.47010322,2
DR181,-66.72587221,18.46106819,4
DR182,-66.72585709,18.45203314,6
DR183,-66.72584196,18.44299808,8
DR184,-66.72582684,18.43396301,56
DR185,-66.72581173,18.42492792,58
DR186,-66.72579661,18.41589282,90
DR187,-66.72578149,18.4068577,141
DR188,-66.72576638,18.39782258,188
DR189,-66.72575127,18.38878744,204
DR190,-66.72573616,18.37975229,220
DR191,-66.72572105,18.37071712,212
DR192,-66.72570594,18.36168194,212
DR193,-66.72569083,18.35264676,265
DR194,-66.72567573,18.34361156,265
DR195,-66.72566062,18.33457634,298
DR196,-66.72564552,18.32554112,315
DR197,-66.72563042,18.31650589,338
DR198,-66.72561533,18.30747064,367
DR199,-66.72560023,18.29843539,388
DR200,-66.72558513,18.28940012,296
DR201,-66.72557004,18.28036485,362
DR202,-66.72555495,18.27132957,249
DR203,-66.72553986,18.26229427,168
DR204,-66.72552477,18.25325897,173
DR205,-66.72550968,18.24422365,185
DR206,-66.72549459,18.23518833,280
DR207,-66.72547951,18.226153,282
DR208,-66.72546443,18.21711766,395
DR209,-66.72544935,18.20808232,448
DR210,-66.72543427,18.19904696,563
DR211,-66.72541919,18.1900116,563
DR212,-66.72540411,18.18097623,678
DR213,-66.72538904,18.17194085,731
DR214,-66.72537396,18.16290547,620
DR215,-66.72535889,18.15387008,620
DR216,-66.72534382,18.14483468,671
DR217,-66.72532875,18.13579928,794
DR218,-66.72531368,18.12676386,848
DR219,-66.72529862,18.11772845,739
DR220,-66.72528356,18.10869303,702
DR221,-66.72526849,18.0996576,647
DR222,-66.72525343,18.09062217,468
DR223,-66.72523837,18.08158673,318
DR224,-66.72522331,18.07255129,199
DR225,-66.72520826,18.06351584,91
DR226,-66.7251932,18.05448039,85
DR227,-66.72517815,18.04544493,92
DR228,-66.7251631,18.03640947,159
DR229,-66.72514805,18.02737401,159
DR230,-66.725133,18.01833854,87
DR231,-66.72511795,18.00930307,87
DR232,-66.72510291,18.0002676,65
DR233,-66.72428697,17.99372212,70
DS180,-66.71641968,18.47011742,3
DS181,-66.71640504,18.46108239,5
DS182,-66.71639041,18.45204734,5
DS183,-66.71637577,18.44301228,6
DS184,-66.71636114,18.4339772,13
DS185,-66.71634651,18.42494212,20
DS186,-66.71633189,18.41590702,78
DS187,-66.71631726,18.4068719,78
DS188,-66.71630263,18.39783677,154
DS189,-66.71628801,18.38880163,186
DS190,-66.71627339,18.37976648,216
DS191,-66.71625877,18.37073131,227
DS192,-66.71624415,18.36169614,227
DS193,-66.71622953,18.35266095,240
DS194,-66.71621492,18.34362575,275
DS195,-66.7162003,18.33459053,299
DS196,-66.71618569,18.32555531,337
DS197,-66.71617108,18.31652008,361
DS198,-66.71615647,18.30748483,377
DS199,-66.71614186,18.29844958,330
DS200,-66.71612725,18.28941431,204
DS201,-66.71611265,18.28037904,273
DS202,-66.71609805,18.27134375,183
DS203,-66.71608344,18.26230846,172
DS204,-66.71606884,18.25327315,182
DS205,-66.71605424,18.24423784,196
DS206,-66.71603965,18.23520252,308
DS207,-66.71602505,18.22616718,389
DS208,-66.71601045,18.21713185,340
DS209,-66.71599586,18.2080965,368
DS210,-66.71598127,18.19906114,389
DS211,-66.71596668,18.19002578,498
DS212,-66.71595209,18.18099041,723
DS213,-66.7159375,18.17195503,801
DS214,-66.71592292,18.16291965,706
DS215,-66.71590833,18.15388425,715
DS216,-66.71589375,18.14484885,796
DS217,-66.71587917,18.13581345,870
DS218,-66.71586459,18.12677804,842
DS219,-66.71585001,18.11774262,674
DS220,-66.71583544,18.1087072,544
DS221,-66.71582086,18.09967177,544
DS222,-66.71580629,18.09063634,346
DS223,-66.71579172,18.0816009,346
DS224,-66.71577714,18.07256546,245
DS225,-66.71576258,18.06353001,120
DS226,-66.71574801,18.05449456,103
DS227,-66.71573344,18.0454591,111
DS228,-66.71571888,18.03642364,237
DS229,-66.71570431,18.02738818,181
DS230,-66.71568975,18.01835271,130
DS231,-66.71567519,18.00931724,130
DS232,-66.71566063,18.00028176,85
DS233,-66.71522813,17.99210002,98
DT179,-66.71131705,18.47485676,2
DT180,-66.70694846,18.47012647,3
DT181,-66.70693787,18.46109612,4
DT182,-66.70692373,18.45206107,4
DT183,-66.70690958,18.44302601,5
DT184,-66.70689544,18.43399094,6
DT185,-66.7068813,18.42495585,8
DT186,-66.70686716,18.41592074,43
DT187,-66.70685303,18.40688563,78
DT188,-66.70683889,18.3978505,141
DT189,-66.70682476,18.38881536,165
DT190,-66.70681062,18.37978021,211
DT191,-66.70679649,18.37074504,234
DT192,-66.70678236,18.36170986,234
DT193,-66.70676823,18.35267467,259
DT194,-66.70675411,18.34363947,290
DT195,-66.70673998,18.33460426,311
DT196,-66.70672586,18.32556903,375
DT197,-66.70671173,18.3165338,371
DT198,-66.70669761,18.30749855,369
DT199,-66.70668349,18.2984633,207
DT200,-66.70666937,18.28942803,313
DT201,-66.70665526,18.28039276,313
DT202,-66.70664114,18.27135747,180
DT203,-66.70662703,18.26232217,187
DT204,-66.70661292,18.25328687,196
DT205,-66.70659881,18.24425155,256
DT206,-66.7065847,18.23521623,348
DT207,-66.70657059,18.2261809,435
DT208,-66.70655648,18.21714556,344
DT209,-66.70654238,18.20811021,401
DT210,-66.70652827,18.19907486,416
DT211,-66.70651417,18.19003949,518
DT212,-66.70650007,18.18100412,671
DT213,-66.70648597,18.17196874,783
DT214,-66.70647187,18.16293336,783
DT215,-66.70645778,18.15389796,774
DT216,-66.70644368,18.14486256,897
DT217,-66.70642959,18.13582716,897
DT218,-66.7064155,18.12679175,920
DT219,-66.70640141,18.11775633,788
DT220,-66.70638732,18.1087209,631
DT221,-66.70637323,18.09968548,459
DT222,-66.70635914,18.09065004,297
DT223,-66.70634506,18.0816146,262
DT224,-66.70633097,18.07257916,201
DT225,-66.70631689,18.06354371,114
DT226,-66.70630281,18.05450826,154
DT227,-66.70628873,18.0454728,239
DT228,-66.70627466,18.03643734,237
DT229,-66.70626058,18.02740187,200
DT230,-66.7062465,18.01836641,162
DT231,-66.70623243,18.00933094,162
DT232,-66.70621836,18.00029546,113
DT233,-66.70620429,17.99125998,103
DT234,-66.70529135,17.98451658,70
DU178,-66.69585516,18.48568483,0
DU179,-66.69712319,18.47901677,2
DU180,-66.69748436,18.47014442,2
DU181,-66.6974707,18.46110939,3
DU182,-66.69745704,18.45207434,6
DU183,-66.69744339,18.44303928,8
DU184,-66.69742974,18.4340042,18
DU185,-66.69741609,18.42496911,22
DU186,-66.69740244,18.41593401,41
DU187,-66.69738879,18.40689889,45
DU188,-66.69737514,18.39786376,64
DU189,-66.6973615,18.38882862,145
DU190,-66.69734785,18.37979347,165
DU191,-66.69733421,18.3707583,202
DU192,-66.69732057,18.36172312,202
DU193,-66.69730693,18.35268793,205
DU194,-66.69729329,18.34365273,286
DU195,-66.69727966,18.33461751,286
DU196,-66.69726602,18.32558229,333
DU197,-66.69725239,18.31654705,352
DU198,-66.69723875,18.30751181,295
DU199,-66.69722512,18.29847655,277
DU200,-66.69721149,18.28944128,352
DU201,-66.69719786,18.28040601,414
DU202,-66.69718424,18.27137072,264
DU203,-66.69717061,18.26233542,260
DU204,-66.69715699,18.25330012,188
DU205,-66.69714337,18.2442648,208
DU206,-66.69712974,18.23522948,373
DU207,-66.69711612,18.22619415,533
DU208,-66.69710251,18.21715881,560
DU209,-66.69708889,18.20812346,506
DU210,-66.69707527,18.1990881,548
